age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,workclass2
49,Private,134797,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
29,Private,188729,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,Private
58,Federal-gov,200042,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,Federal-gov
43,Self-emp-not-inc,48087,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K,Self-emp-not-inc
52,Local-gov,175339,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,Local-gov
25,Self-emp-inc,182750,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K,Self-emp-inc
55,State-gov,153788,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,<=50K,State-gov
46,Private,249686,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K,Private
40,Private,316820,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1485,40,United-States,<=50K,Private
36,Federal-gov,112847,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,Federal-gov
41,Private,151736,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
58,Private,154950,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,Private
36,Self-emp-not-inc,340001,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Self-emp-not-inc
29,Private,131088,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,Private
45,State-gov,312678,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,38,United-States,<=50K,State-gov
26,Private,196899,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,Other,Female,0,0,40,United-States,<=50K,Private
42,Federal-gov,153143,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,Puerto-Rico,<=50K,Federal-gov
45,Local-gov,191776,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,Local-gov
49,Self-emp-inc,30751,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K,Self-emp-inc
36,Self-emp-inc,216711,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,?,>50K,Self-emp-inc
47,Local-gov,191389,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K,Local-gov
29,Private,242597,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
18,Private,243240,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,37,United-States,<=50K,Private
27,Private,284741,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,Private
37,Private,89718,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,Private
46,Private,330416,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,Private
22,Private,200593,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,Private
24,Local-gov,103277,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K,Local-gov
38,Private,203169,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,Private
30,Private,203488,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,Private
38,Self-emp-not-inc,172342,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,Self-emp-not-inc
42,Self-emp-not-inc,351161,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,Self-emp-not-inc
43,Federal-gov,77370,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,Federal-gov
29,Private,130620,Some-college,10,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,0,0,26,India,<=50K,Private
45,Private,174426,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Private
57,Private,180779,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K,Private
22,?,367655,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,?
18,Private,256967,10th,6,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K,Private
22,?,211013,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,Mexico,<=50K,?
71,Private,110380,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2467,52,United-States,<=50K,Private
44,Local-gov,196456,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,<=50K,Local-gov
24,Self-emp-not-inc,83374,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,30,United-States,>50K,Self-emp-not-inc
30,Private,159589,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K,Private
44,Private,67671,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,Private
20,State-gov,161978,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K,State-gov
21,Private,190761,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K,Private
40,Self-emp-not-inc,173716,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,Self-emp-not-inc
52,Self-emp-inc,179951,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,Self-emp-inc
44,Local-gov,357814,12th,8,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,35,Mexico,<=50K,Local-gov
46,Private,265275,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,Private
28,Local-gov,263600,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,Local-gov
21,Private,185357,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K,Private
43,Private,104196,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,Private
28,Self-emp-not-inc,115945,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,Self-emp-not-inc
42,Local-gov,351161,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,Local-gov
46,Private,56841,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,Private
36,Private,99872,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K,Private
24,Private,114230,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K,Private
33,Private,180551,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,Private
48,Private,62605,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K,Private
54,State-gov,188809,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,State-gov
48,Private,176917,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,Private
34,?,317219,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,>50K,?
52,?,294691,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,?
41,Local-gov,180096,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,Local-gov
36,Private,186415,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,65,United-States,<=50K,Private
21,Private,132053,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,35,United-States,<=50K,Private
40,Private,238329,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K,Private
34,?,267352,11th,7,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50K,?
22,Private,228306,Some-college,10,Married-AF-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K,Private
57,Private,178353,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,Private
47,Private,209212,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,56,?,<=50K,Private
32,Private,204567,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K,Private
44,Private,167005,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,55,United-States,<=50K,Private
38,Private,108140,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,Private
66,Self-emp-not-inc,167687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,50,United-States,<=50K,Self-emp-not-inc
32,Private,204742,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,Private
37,Private,95654,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,United-States,<=50K,Private
57,Federal-gov,66504,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K,Federal-gov
18,Private,283342,11th,7,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States,<=50K,Private
22,?,376277,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,35,United-States,<=50K,?
54,State-gov,197184,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K,State-gov
21,Private,146499,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,1579,40,United-States,<=50K,Private
20,Private,342599,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K,Private
45,Private,175958,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,Private
23,Private,184400,10th,6,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,30,?,<=50K,Private
40,Federal-gov,544792,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,Federal-gov
37,Private,70562,1st-4th,2,Never-married,Other-service,Unmarried,White,Female,0,0,48,El-Salvador,<=50K,Private
48,Private,39986,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
63,Federal-gov,95680,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,18,United-States,>50K,Federal-gov
42,Private,155106,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K,Private
45,Local-gov,197332,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,Local-gov
27,Private,164607,Bachelors,13,Separated,Tech-support,Own-child,White,Male,0,0,50,United-States,<=50K,Private
28,Private,219267,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,28,United-States,<=50K,Private
23,Private,695136,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K,Private
74,?,169303,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,6767,0,6,United-States,<=50K,?
29,Private,265638,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,Private
19,?,185619,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K,?
41,Private,116797,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States,>50K,Private
44,Private,145441,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,48,United-States,>50K,Private
54,Private,144586,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K,Private
20,?,371089,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K,?
53,Local-gov,140359,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,<=50K,Local-gov
61,Local-gov,192060,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,30,?,<=50K,Local-gov
72,Self-emp-not-inc,258761,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,Self-emp-not-inc
44,Private,162184,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,Private
23,Private,37072,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,Private
41,Private,235167,5th-6th,3,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,32,Mexico,<=50K,Private
18,Private,436163,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,Private
41,Private,132633,11th,7,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,25,Guatemala,<=50K,Private
44,Private,172479,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K,Private
51,Private,189762,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,United-States,>50K,Private
53,Private,169846,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,Private
44,Self-emp-not-inc,57233,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,Self-emp-not-inc
49,Private,227800,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,<=50K,Private
41,Private,22201,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,>50K,Private
75,Private,256474,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,0,0,16,United-States,<=50K,Private
57,Federal-gov,97837,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,>50K,Federal-gov
43,Private,125461,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K,Private
42,Federal-gov,122861,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,Federal-gov
37,Private,218955,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,Private
40,Private,197919,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,Private
38,Private,114591,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K,Private
28,Local-gov,149991,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,42,United-States,>50K,Local-gov
61,Private,168654,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Canada,<=50K,Private
36,Private,33355,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K,Private
47,Private,169549,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,Private
21,State-gov,39236,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K,State-gov
55,Self-emp-inc,392325,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K,Self-emp-inc
65,Private,113323,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,3818,0,40,United-States,<=50K,Private
38,Private,78247,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,Private
59,Private,95283,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,Private
32,Private,194740,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,Greece,<=50K,Private
29,Private,102345,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
35,Private,196491,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,Private
28,?,123147,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,1887,40,United-States,>50K,?
21,Private,174907,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,32,United-States,<=50K,Private
20,Private,24896,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K,Private
54,Private,146834,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K,Private
37,Private,284582,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,Private
27,Private,179915,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,99,United-States,<=50K,Private
23,Private,216811,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,16,United-States,<=50K,Private
22,Private,81145,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,Private
30,Private,196396,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
30,Private,174789,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,Private
36,Private,89040,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,47,United-States,<=50K,Private
24,Private,121313,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,Private
30,Local-gov,233993,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K,Local-gov
29,Private,160279,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K,Private
52,Private,177995,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,Mexico,>50K,Private
38,Private,179314,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,Private
52,?,115209,Prof-school,15,Married-spouse-absent,?,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K,?
47,State-gov,199512,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,State-gov
37,Private,140854,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,Private
31,State-gov,161631,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,State-gov
43,Private,129853,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,Private
